,name,Pros,Cons
56,Science Applications International,"['""The company also provides good benefits and the HR department is great to work with.."" (in 330 reviews)', '""I\'ve been with the company a long time and I have worked with some great people over the years."" (in 200 reviews)', '""Good pay and a steady job"" (in 189 reviews)', '""Fair and competitive salaries."" (in 118 reviews)', '""Good work Life Balance.... highly dependent on the client and your team."" (in 85 reviews)']","['""Management was poor and ill"" (in 152 reviews)', '""If you don\'t have a good manager you may not get to work on projects that you want to work on"" (in 62 reviews)', '""Upper Management is poor and not trust worthy."" (in 47 reviews)', '""No training and let go when contract ends."" (in 45 reviews)', '""Split into two companies caused massive layoffs"" (in 34 reviews)']"
57,Avantor,"['""Great people to work with"" (in 31 reviews)', '""Good benefits and working remotely"" (in 30 reviews)', '""My coworkers are great that is about it"" (in 20 reviews)', '""Work life balance is good"" (in 17 reviews)', '""work environment was good"" (in 12 reviews)']","['""Poor Management and Processes"" (in 43 reviews)', '""no focus and low pay"" (in 35 reviews)', '""Aggressive language in meetings with senior leadership"" (in 16 reviews)', '""Upper management is capable, certainly more so than they have been in the past years of revolving doors of management, but not as visible as they should be as a result of all of the merger activity and not as transparent as they should be."" (in 15 reviews)', '""salaries below market average in general"" (in 14 reviews)']"
58,Hanesbrands,"['""Great people and atmosphere to strive!"" (in 73 reviews)', '""Good benefits even for part time employees"" (in 53 reviews)', '""Depending on your team but more then likely the work life balance is great as minimal micromanagement occurs"" (in 26 reviews)', '""Great atmosphere and coworkers."" (in 16 reviews)', '""Great mentors and a great teams."" (in 16 reviews)']","['""Low pay for job responsibilities and a negative environment."" (in 40 reviews)', '""Poor management and too politic"" (in 36 reviews)', '""The upper management is horrible."" (in 25 reviews)', '""salaries are low vs the same industry and workload."" (in 22 reviews)', '""Basically just hope you get a good manager"" (in 19 reviews)']"
59,Clorox,,
60,KBR,,
61,TravelCenters of America,"['""Great people at our site locations and at HQ"" (in 48 reviews)', '""the pay was good and hours."" (in 40 reviews)', '""Benefits are great and the hours the store is open isn\'t bad."" (in 37 reviews)', '""Friendly employees and guests."" (in 11 reviews)', '""Steady business hours and the coworkers are amazing."" (in 11 reviews)']","['""Bad management backed by a corporate group who doesnt seem to care how the employees are being treated."" (in 58 reviews)', '""There\'s a hit & miss with good managers."" (in 26 reviews)', '""Hours aren\'t very family friendly, upper management will not listen to you, health insurance is expensive."" (in 22 reviews)', '""Poor training and HR departments."" (in 15 reviews)', '""Long hours and must work weekends"" (in 14 reviews)']"
62,Hertz Global Holdings,"['""Being a manager in the company gives a company car and is a good benefit."" (in 360 reviews)', '""Most of the people I worked with were great and are probably the only reason I continued to work there."" (in 296 reviews)', '""The coworkers are great and easy to get along with."" (in 123 reviews)', '""Good bonus and pay scale"" (in 114 reviews)', '""Great Opportunities! Proud to Work For the Clear Industry Leader!"" (in 77 reviews)']","['""Long hours they force you to work because they lack employees and it’s very unorganized"" (in 447 reviews)', '""Low pay at entry level positions seems to have diminished some of the incoming talent level."" (in 395 reviews)', '""Poor management and lack of inventory"" (in 374 reviews)', '""The lack of support from upper management and poor communication"" (in 315 reviews)', '""You have no work life balance over worked under staffed and basically the rob you of any bonuses that you rightfully have earned!"" (in 202 reviews)']"
63,Analog Devices,"['""People are great and friendly"" (in 180 reviews)', '""Good work life balance there"" (in 153 reviews)', '""Good Benefits and gives Profit sharing"" (in 116 reviews)', '""Good atmosphere and culture;"" (in 76 reviews)', '""Good work environment"" (in 50 reviews)']","['""Low salary compared to IT field"" (in 73 reviews)', '""poor management"" (in 49 reviews)', '""Low pay and they can get away with it because they are located in the Greater Boston area where there are no other companies."" (in 43 reviews)', '""There are some good managers but there are also managers that will sell you out."" (in 30 reviews)', '""low compensation and can get boring"" (in 28 reviews)']"
64,Securian Financial Group,"['""Great people and fun place to work!"" (in 38 reviews)', '""Good benefits including pension system"" (in 38 reviews)', '""Good work life balance"" (in 28 reviews)', '""The culture was great!"" (in 21 reviews)', '""Pay is decent, a pension IF you can last 5 years"" (in 17 reviews)']","['""Too much management"" (in 17 reviews)', '""Lack of focus by senior leadership."" (in 7 reviews)', '""Salaries seem low for people not in management"" (in 6 reviews)', '""No one gets fired from here, which can be bad like in the bad manager scenario."" (in 5 reviews)', '""Old technology, but they are upgrading it"" (in 4 reviews)']"
65,Darden Restaurants,"['""There are really really great benefits with this job and you are highly likely to make awesome connections with your coworkers!"" (in 141 reviews)', '""The money is good and the job is relatively secure in these tough economic times."" (in 105 reviews)', '""The people are great and very good at their jobs."" (in 96 reviews)', '""They were very friendly and the pay was good"" (in 84 reviews)', '""Very flexible schedules and you can always give away or pick up shifts if you need to."" (in 71 reviews)']","['""Management is poor and needs improvement"" (in 167 reviews)', '""Different managers and each had a slightly different vision of the way they wanted things handled."" (in 93 reviews)', '""Hours were long and lots of repetitive tasks"" (in 90 reviews)', '""Management is inconsistent and shows favoritism."" (in 20 reviews)', '""I found that a few upper management were biased on race and gender in my area."" (in 14 reviews)']"
66,Graphic Packaging Holding,"['""Pay is good and the hourly employees are fantastic."" (in 104 reviews)', '""Good benefits and time off"" (in 60 reviews)', '""Pay is ok good people"" (in 33 reviews)', '""Good salary and clean workplace"" (in 16 reviews)', '""Money and people are good"" (in 16 reviews)']","['""The management is poor."" (in 58 reviews)', '""No work/life balance"" (in 24 reviews)', '""Managers need to show themselves to give more support in the production areas."" (in 16 reviews)', '""Upper management could care less about you."" (in 14 reviews)', '""long hours and very hot in the summer"" (in 12 reviews)']"
67,NCR,"['""good work life balance; always <= 8 hours a day; don\'t feel to stressed to learn"" (in 340 reviews)', '""The people are great and friendly"" (in 315 reviews)', '""good benefit and very friendly to work"" (in 292 reviews)', '""Pay was good and competitive."" (in 177 reviews)', '""Good culture and happy to work at NCR"" (in 123 reviews)']","['""Management is poor and inefficient."" (in 265 reviews)', '""Salaries are low and with prices of gas and food increasing our raises don\'t."" (in 213 reviews)', '""Managers have difficulties to share their vision"" (in 143 reviews)', '""No training and I was fired for not knowing ATM\'s and never trained.."" (in 85 reviews)', '""Poor upper management / HR"" (in 85 reviews)']"
68,Brighthouse Financial,"['""Benefits are good and technology."" (in 24 reviews)', '""The culture here was great"" (in 24 reviews)', '""a good work life balance"" (in 10 reviews)', '""Good leadership"" (in 8 reviews)', '""Great people at all levels and a fun place to work"" (in 6 reviews)']","['""During a time of high inflation, they did not give any additional bonuses or raises to the wholesalers (who gave them record setting sales last year)."" (in 3 reviews)', '""Temporary work from home, pay, hours, and job satisfaction"" (in 3 reviews)']"
69,PPL,"['""Good experience, friendly people, so far from my experience I would recommend the company."" (in 6 reviews)', '""Awesome culture and working environment with a lot of investment in social activities/fundraising etc"" (in 4 reviews)', '""Enjoyed the actual job role and enjoyed my team and the social aspect of the company"" (in 3 reviews)', '""CEO is a good, friendly person"" (in 3 reviews)', '""2) Hard working and really nice colleagues in a relaxed enviornment."" (in 3 reviews)']","['""although I had a notoriously bad manager, so perhaps this was just my experience!"" (in 3 reviews)', '""weak management"" (in 3 reviews)', '""Management already know who they will be giving high bonuses to (themselves)."" (in 3 reviews)', '""favouritism is blatant"" (in 3 reviews)', '""low pay!"" (in 3 reviews)']"
70,Cintas,"['""Great benefits these are what they use to attract lower level production employees and it works because they are good."" (in 556 reviews)', '""Their pay was good and nice"" (in 301 reviews)', '""The people are great and the attitude is to get things done and take care of customers."" (in 245 reviews)', '""The culture is great and so are the people"" (in 204 reviews)', '""Great Training and continuous."" (in 156 reviews)']","['""I willfully resigned after much debate due to the poor management and unwillingness to show appreciation for employees."" (in 269 reviews)', '""Long hours and a never ending list of things that need to be done; one could literally work non"" (in 154 reviews)', '""very conservative and no work life balance"" (in 136 reviews)', '""Lack of support from direct manager she also didn\'t like men."" (in 96 reviews)', '""Certain upper management is unethical and conniving"" (in 59 reviews)']"
71,Xerox Holdings,"['""Middle and lower managment people are really great people to work for especially in the engineering areas."" (in 617 reviews)', '""My division had gaming consoles in the break rooms and other employees mentioned the benefits are good."" (in 308 reviews)', '""Work Life Balance is good and there is room for growth"" (in 264 reviews)', '""Training was good and lots of help if you needed it"" (in 202 reviews)', '""Flexible work hours, work from home, benefits"" (in 160 reviews)']","['""Poor management and far from the city center"" (in 536 reviews)', '""Management under the same pressure so they do understand... apart from the low pay."" (in 302 reviews)', '""Low salary about $10/hour can go up to about $13 with good sales."" (in 195 reviews)', '""Upper management is poor as they really have no idea what\'s REALLY taking place on the sales floor."" (in 166 reviews)', '""Constant contraction and layoffs."" (in 164 reviews)']"
72,Rockwell Automation,"['""Great people and spirit of mentoring"" (in 187 reviews)', '""Work Life Balance is good"" (in 144 reviews)', '""The culture is great and your local office really is your family away from your family."" (in 102 reviews)', '""Benefits are good and advertised well."" (in 98 reviews)', '""They do have a good pay"" (in 83 reviews)']","['""Company is ruled by accounting and management is poor at making the hard decisions."" (in 82 reviews)', '""low salary and other facilities"" (in 65 reviews)', '""2. Some Managers do not go through proper training in how to be a good manager."" (in 37 reviews)', '""Upper management, Managers, Directors were clueless except for their own compensation packages"" (in 20 reviews)', '""Very bad middle management and HR."" (in 11 reviews)']"
73,Citizens Financial Group,,
74,KLA,"['""Some great people in the rank and file."" (in 117 reviews)', '""good benefit / vacation /ESPP"" (in 69 reviews)', '""Work life balance is good"" (in 65 reviews)', '""Good salaries and bonuses."" (in 60 reviews)', '""Pay is good and hard to find at other companies."" (in 29 reviews)']","['""Poor management needs to be trained"" (in 38 reviews)', '""Many managers tend to take a \'cowboy\' or \'hero\' approach to solving problems in an effort to gain visibility and get credit for the save."" (in 34 reviews)', '""Long hours that are really not required, due to either shortcoming in staffing or failing to plan accordingly."" (in 15 reviews)', '""bad work life balance / heavy workload due to layoffs"" (in 11 reviews)', '""Upper management seems disconnected from the employees."" (in 10 reviews)']"
75,Camping World Holdings,"['""Pay was decent."" (in 62 reviews)', '""Great people at the store level"" (in 58 reviews)', '""The benefits the company provides is good just can\'t afford them at what they pay."" (in 35 reviews)', '""great coworkers and 2 days off a week."" (in 19 reviews)', '""Good work environment for new hires"" (in 14 reviews)']","['""Management is poor and they use you to call customers all day."" (in 60 reviews)', '""Long hours and short off days"" (in 33 reviews)', '""No training for any positions."" (in 24 reviews)', '""Bad upper management, higher ups put constant pressure on retail managers."" (in 20 reviews)', '""Didn’t care about employees."" (in 13 reviews)']"
76,Ingredion,"['""great work enviornment and people to work with"" (in 40 reviews)', '""Benefits they offer are good"" (in 40 reviews)', '""Pay and work are good"" (in 31 reviews)', '""Salary is competitive but with constant emphasis on cutting costs, very difficult to advance here if you\'re not destined for management."" (in 15 reviews)', '""Coworkers were all great people."" (in 8 reviews)']","['""We all clearly stated that their poor management and lack of knowledge was the reason for us leaving."" (in 21 reviews)', '""No work/life balance"" (in 14 reviews)', '""Toxic culture of having big dreams and little action, company\'s core values are just for show."" (in 14 reviews)', '""A complete toxic wasteland filled with useless middle management and incompetent upper management that needs to go!"" (in 12 reviews)', '""Senior managers are expected to pass blame for failures to junior managers and operatives."" (in 11 reviews)']"
77,Veritiv,"['""Good people and a market leader"" (in 54 reviews)', '""401K and benefits are good"" (in 50 reviews)', '""workers and good pay"" (in 43 reviews)', '""Employee friendly company with good values and culture."" (in 23 reviews)', '""Great coworkers who suffered through the insanity and constant mind boggling anti sales changes with me."" (in 21 reviews)']","['""poor management and lots of drama at work."" (in 50 reviews)', '""Poor upper management."" (in 31 reviews)', '""There is no training on products and services, so you have no idea what brands or products are represented."" (in 18 reviews)', '""Lower level sales managers don\'t know what they are doing."" (in 17 reviews)', '""Awful communication"" (in 9 reviews)']"
78,Beacon Roofing Supply,"['""Good pay year end bonus"" (in 37 reviews)', '""Good payment and benefits and they have chance in a good future life"" (in 27 reviews)', '""Great people and a lot of people behind you to help"" (in 12 reviews)', '""Genuine employees."" (in 7 reviews)', '""Casual work environment."" (in 6 reviews)']","['""Long hours but worth it for the pay"" (in 20 reviews)', '""Company seems to be going under and management is terrible."" (in 16 reviews)', '""No work life balance."" (in 12 reviews)', '""No training"" (in 8 reviews)', '""Upper management is delusional."" (in 8 reviews)']"
79,Diamondback Energy,"['""Great benefits put not worth it."" (in 8 reviews)', '""401k match is generous, but not the best I have seen (even just within the industry)."" (in 3 reviews)', '""Bonuses are favorable."" (in 3 reviews)', '""Pay and benefits are good."" (in 3 reviews)', '""Most of the people I worked with were great and I considered them friends."" (in 3 reviews)']","['""Management is horrible."" (in 3 reviews)', '""Supervisor obviously has never been in a position to manage anyone."" (in 3 reviews)']"
80,Victoria's Secret,"['""They pay is good and the discount is decent the girls are really nice asking as you play fare."" (in 574 reviews)', '""That was the best leader to a group of men and women that needed guidance to be great people."" (in 380 reviews)', '""Great benefits for both part time and full time employees that range from free merchandise and a generous discount"" (in 319 reviews)', '""Great atmosphere and coworkers!"" (in 311 reviews)', '""Training downtown at VSU is great to learn more about the company and meet others from different locations."" (in 169 reviews)']","['""I expressed my interests and since the store had poor management they didn\'t help me move up."" (in 792 reviews)', '""managers can be VERY rude and petty and HR will not do anything about it."" (in 523 reviews)', '""Long hours on your feet and the constant folding of the mess that was the underwear drawer hurt my shoulders over time."" (in 506 reviews)', '""There was no work life balance for those who were young and great at making the numbers and quota for the day."" (in 373 reviews)', '""Too much favoritism"" (in 132 reviews)']"
81,Academy Sports and Outdoors,"['""Great people and Co"" (in 211 reviews)', '""Great coworkers and somewhat relaxing job."" (in 139 reviews)', '""Good benefits and advantages for employees."" (in 134 reviews)', '""Flexible Hours and very understanding"" (in 125 reviews)', '""Flexible Scheduling...usually okay with anything as long as you can work on the weekends."" (in 65 reviews)']","['""Poor management that is power hungry and more worried about control over their employees than achieving goals."" (in 340 reviews)', '""Low pay and company should consider providing job rotation for whoever wants to take the challenge for career growth/talent acquisition"" (in 245 reviews)', '""It\'s like the managers don\'t even realize what goes on in the front end."" (in 169 reviews)', '""Poor management, felt like my work wasn\'t appreciated, bad hours, favoritism, under"" (in 59 reviews)', '""No training at all or enough associates"" (in 37 reviews)']"
82,Sanmina,"['""Some People are great and a pleasure to work with"" (in 84 reviews)', '""Work life balance is good"" (in 39 reviews)', '""+ Good colleagues to work with"" (in 20 reviews)', '""It is a good work environment"" (in 17 reviews)', '""The coworker were friendly and willing to help"" (in 17 reviews)']","['""Poor management and can\'t keep employees."" (in 72 reviews)', '""no air conditioning and low pay"" (in 60 reviews)', '""to low salary and bonus"" (in 40 reviews)', '""Poor benefits and lack of a good career plan"" (in 36 reviews)', '""Reactionary and very cheap upper management."" (in 21 reviews)']"
83,ON Semiconductor,,
84,Commercial Metals,,
85,EnLink Midstream,"['""Great benefits, including free lunch!!!"" (in 13 reviews)', '""back environment and culture."" (in 9 reviews)', '""great people to work with"" (in 7 reviews)', '""Bonus is 20%."" (in 5 reviews)', '""Good Pay, great benefits."" (in 4 reviews)']","['""Huge amounts of turnover across the company as well as layoffs."" (in 5 reviews)', '""Management is a huge mess"" (in 5 reviews)', '""The leadership is extremely micro"" (in 5 reviews)', '""Upper management could care less about hourly employees."" (in 4 reviews)', '""CEO and leadership team are clueless."" (in 3 reviews)']"
86,Southwestern Energy,"['""Good benefits."" (in 23 reviews)', '""Great people to work with"" (in 20 reviews)', '""Pay is decent and co"" (in 15 reviews)', '""Great work life balance."" (in 8 reviews)', '""Nice work environment."" (in 8 reviews)']","['""Bad management."" (in 15 reviews)', '""Layoffs are always possible."" (in 12 reviews)', '""Upper management provided very poor leadership and was very isolated from workers."" (in 7 reviews)', '""Exclusive focus on natural gas"" (in 5 reviews)', '""Senior management is disconnected from employees and uses style from a different era."" (in 4 reviews)']"
87,Equinix,"['""great company and culture"" (in 157 reviews)', '""People are great and fun to work with"" (in 121 reviews)', '""Great benefits and remuneration packages as well."" (in 91 reviews)', '""Good pay but at the price of having your soul sucked out"" (in 54 reviews)', '""Work Life Balance is Good"" (in 48 reviews)']","['""Poor management and some people resistant to change"" (in 58 reviews)', '""Managers don\'t reakky Care about their staff."" (in 36 reviews)', '""Low salary, not competitive at all with the Swedish market and as a result people leave.(The"" (in 34 reviews)', '""long hours especially challenging at night shift"" (in 15 reviews)', '""Leadership blatantly values sales team higher than corporate based support teams, lots of changes with high growth volume, some middle management and upper management not effective managers."" (in 12 reviews)']"
88,Dillard's,"['""Pay is good and job is really rewarding g when you make connections with client!"" (in 1003 reviews)', '""And Great people that work with your school schedule for those that are part time."" (in 235 reviews)', '""Good benefits and will move you around the store to different departments when you prove yourself."" (in 171 reviews)', '""The pay is ok and sometimes your coworkers may be nice"" (in 165 reviews)', '""STarting pay was good but quickly can change"" (in 124 reviews)']","['""poor management and hard to balance work&life"" (in 665 reviews)', '""Managers are rude and don’t call you by your name."" (in 297 reviews)', '""long hours once you are not hourly...work 50 to 60 but get paid for a 40 hour week"" (in 180 reviews)', '""Upper management is terrible on all levels"" (in 172 reviews)', '""The pay starts of decent but when you don\'t meet your sales goals you can get a pay cut or fired."" (in 172 reviews)']"
89,Regions Financial,"['""Good benefits if you are hired as a part time working 30+ hour at week."" (in 348 reviews)', '""Good pay and regular raised."" (in 154 reviews)', '""Great people to work with who all share a common desire to serve their customers."" (in 133 reviews)', '""The work/life balance is good"" (in 79 reviews)', '""Healthcare is ok and time off is good."" (in 77 reviews)']","['""poor management and customer service management"" (in 132 reviews)', '""Upper management seems disconnected from day to day operations."" (in 71 reviews)', '""Managers give Southerners a bad name and many are just hick morons."" (in 56 reviews)', '""Bonuses and quarterly"" (in 29 reviews)', '""My first branch manager was amazing."" (in 20 reviews)']"
90,Yum Brands,"['""Great culture and talent."" (in 73 reviews)', '""Great people to work with"" (in 35 reviews)', '""Work life balance is good for most of the time"" (in 28 reviews)', '""Good benefits and free food"" (in 27 reviews)', '""Pay is good."" (in 21 reviews)']","['""Long hours during busy seasons which don\'t seem to end."" (in 13 reviews)', '""Leadership is amazing and supportive."" (in 9 reviews)', '""Keep around bad managers for too long....and the 30 year veterans don\'t want to change anything and preface sentences with \'Well, that\'s not how we used to do it.\'"" (in 9 reviews)', '""Management is disorganized and much of the time you end up wasting time rather than working on beneficial solutions."" (in 6 reviews)', '""The new leadership team doesn\'t make it a priority, especially the new CPO."" (in 5 reviews)']"
91,Landstar System,"['""People are nice they want a 20 word minimum but that\'s all I can say and maybe good luck well it wants more"" (in 11 reviews)', '""Benefits were good."" (in 7 reviews)', '""It\'s a nice work environment."" (in 6 reviews)', '""Possible to make good money"" (in 6 reviews)', '""Work from home, good income and able to help others."" (in 6 reviews)']","['""Low pay and it\'s all in who you know..."" (in 17 reviews)', '""Did I mention they provide NO TRAINING?"" (in 9 reviews)', '""there is Corporate Bullying occurring right in front of management and they say nothing."" (in 9 reviews)', '""Work long hours away from family"" (in 5 reviews)', '""heck! Upper Management does not listen at all!"" (in 4 reviews)']"
92,CF Industries Holdings,"['""Pay was good for the job"" (in 25 reviews)', '""great people to work with"" (in 23 reviews)', '""They provide great benefits."" (in 20 reviews)', '""Great employees"" (in 5 reviews)', '""Salary is competitive for area."" (in 5 reviews)']","['""Bad management."" (in 10 reviews)', '""Very conservative, risk averse culture"" (in 4 reviews)', '""Can be challenging work life balance"" (in 3 reviews)', '""Long hours, slow decisions by management, not receptive to some changes."" (in 3 reviews)', '""Poor Leadership, Poor Communication, Toxic Culture"" (in 3 reviews)']"
93,Northern Trust,"['""Good work life balance and"" (in 481 reviews)', '""some great people that try very hard but a lot of time let down by managers."" (in 254 reviews)', '""Good benefits and many days off"" (in 252 reviews)', '""Good culture and Equality."" (in 205 reviews)', '""Very good work culture and good for Freshers to start"" (in 161 reviews)']","['""Low pay and too many teams only look out for themselves"" (in 213 reviews)', '""Too slow to change and low salaries"" (in 180 reviews)', '""Certain departments have poor management and there is dead weight that needs to go"" (in 167 reviews)', '""Sometimes fails to recognise that a manager is bad with people"" (in 65 reviews)', '""Low pay and bonus for the work taken from us"" (in 62 reviews)']"
94,Robert Half International,"['""Most the people there were great to work with and I enjoyed some of the management."" (in 363 reviews)', '""The training I received initially wasn\'t great but the ongoing training has been second to none."" (in 348 reviews)', '""All the staff were friendly and reached out to let me know how my first day went at my contract job"" (in 173 reviews)', '""Also felt that people wanted to see you succeed and my intermediate team was a great group to work with."" (in 140 reviews)', '""The rep eventually convinced me of this contract being a great opportunity and I am here to say he did not lie."" (in 126 reviews)']","['""pay is low and some of the requirements for promotions or pay increase are not the best."" (in 402 reviews)', '""No benefits and lack of communicatin"" (in 315 reviews)', '""poor management we are not cattle please stop shifting contractors off of jobs to work somewhere else"" (in 281 reviews)', '""No work/ life balance although it is \'promoted\' I worked from 7:30 to 6:00 and no lunch due to company culture."" (in 187 reviews)', '""Long hours in the beginning but job becomes somewhat flexible if you show a pattern of consistent placements/deals."" (in 178 reviews)']"
95,Compass,"['""Great Company and Culture."" (in 143 reviews)', '""Great Benefits and kind leaders"" (in 116 reviews)', '""Some of the people you work with are great and I\'ve made some lifelong friends."" (in 115 reviews)', '""Great cultural and great leadership"" (in 45 reviews)', '""work life balancing is good"" (in 42 reviews)']","['""Bad management, becoming better"" (in 35 reviews)', '""constant layoffs"" (in 19 reviews)', '""Low salary, hard to take PTO, leadership out of touch"" (in 15 reviews)', '""We\'re growing and with that there\'s a lot to be done = long hours at times."" (in 14 reviews)', '""No training in the industry for beginners (not a con per se but definitely not for inexperienced agents)."" (in 13 reviews)']"
96,Hasbro,"['""The People are great and friendly and their are always new surprises and work events to take the edge off your day."" (in 99 reviews)', '""Benefits are great (pre"" (in 53 reviews)', '""Has a great work life balance"" (in 44 reviews)', '""Great culture and fun job"" (in 38 reviews)', '""Great team and working environments"" (in 25 reviews)']","['""Very low pay for frontline workers who drive the companies success."" (in 30 reviews)', '""Bad management (my particular case), not sustainable"" (in 25 reviews)', '""Not all managers are great to work for."" (in 20 reviews)', '""Layoffs happen every 5 to 7 years."" (in 19 reviews)', '""The good news though is upper management is aware of most of these and are currently trying to find ways to improve."" (in 16 reviews)']"
97,Roper Technologies,,
98,ARKO,,
99,Frontier Communications,"['""Benefits were good as a former Verizon employee until 2011 started and health care was changed."" (in 235 reviews)', '""Good pay and every Tuesday all of management disappear for 3"" (in 194 reviews)', '""The people that you work with are well know ledged and always great about sharing their intel"" (in 130 reviews)', '""company offers a good salary"" (in 30 reviews)', '""Some great employees within the company who are very knowledgeable and do their job very well."" (in 23 reviews)']","['""Overall management is poor."" (in 124 reviews)', '""Bad upper management."" (in 90 reviews)', '""The systems are a mess and senior leadership doesn\'t know what to do with the FiOS product."" (in 49 reviews)', '""No training on technology or on the systems."" (in 43 reviews)', '""To many managers that don\'t understand how things really work."" (in 32 reviews)']"
100,Ameren,"['""Good benefits and time off"" (in 79 reviews)', '""Great people and a desire to invest in the communities they serve."" (in 44 reviews)', '""good pay (has increased for engineers recently)"" (in 42 reviews)', '""Great culture in a reliable and valuable field."" (in 22 reviews)', '""I feel very appreciated for my work and feel that I am able to strike a good work/life balance."" (in 19 reviews)']","['""Management is bad and only cares about productions"" (in 11 reviews)', '""Upper management does not value employees."" (in 8 reviews)', '""Whole new layers of senior leadership installed at great cost with little or no awareness of the work going on beneath them and making too"" (in 7 reviews)', '""Their diversity is a completely joke."" (in 6 reviews)', '""So many org charts and lots of middle management can make communication difficult."" (in 3 reviews)']"
