,name,Pros,Cons
49,Eastman Chemical,"['""The people I work with are great people and really good at what they do."" (in 172 reviews)', '""Benefits were good."" (in 130 reviews)', '""Great culture and values that helps employees feel identified with the company in a short period of time"" (in 130 reviews)', '""They have good pay and work with you in hours"" (in 121 reviews)', '""There is a good work/life balance with most managers understanding you have a life outside the office."" (in 84 reviews)']","['""Logistics Management is a good ole boys club and the people at the top have very long memories."" (in 62 reviews)', '""Upper management is clueless."" (in 24 reviews)', '""Many managers are more interested in advancing their careers than growing the individuals under them."" (in 21 reviews)', '""Lack of diversity in some areas"" (in 17 reviews)', '""Benefits package not as good as it once was."" (in 14 reviews)']"
50,Air Products & Chemicals,"['""Great for people who stay as there are great potentials to come"" (in 98 reviews)', '""Good pay and varying experience."" (in 66 reviews)', '""Good benefits and structure."" (in 61 reviews)', '""Work Life balance can be good again depending upon your manager"" (in 35 reviews)', '""great culture overall at the company"" (in 33 reviews)']","['""Management is disconnected from employees"" (in 42 reviews)', '""The new CEO (who joined 18 months ago and was installed by a hedge fund) has ripped the heart out of this company."" (in 18 reviews)', '""theres so many employees and only about 2 managers who get to make decisions about who get what opportunity."" (in 17 reviews)', '""Huge layoffs in research whenever there\'s a serious economic downturn (most recent was pretty shocking"" (in 14 reviews)', '""Long hours.up to 70 hours weekly working with liquid nitrogen and liquid oxygen"" (in 11 reviews)']"
51,Thrivent Financial for,"['""Great people and rewarding to work with clients to help set them up for success"" (in 72 reviews)', '""Thrivent has great benefits and if you work hard, like most large enterprises, you will be rewarded."" (in 63 reviews)', '""Great culture for the most part"" (in 35 reviews)', '""Many can experience a good work/life balance and the emphasis on ethics/morals promotes a positive type of peer pressure."" (in 32 reviews)', '""Christian organization, casual dress, worked as a team, generally supported the work/life balance, flexible schedule"" (in 16 reviews)']","['""If you are commission only why would you want to be penalized for selling too much!"" (in 24 reviews)', '""Poor management"" (in 24 reviews)', '""No salary which is tough at times"" (in 22 reviews)', '""Could be improved with better training."" (in 16 reviews)', '""Pay is low."" (in 16 reviews)']"
52,Molson Coors Beverage,"['""The people were great and always willing to lend a helping hand"" (in 189 reviews)', '""Great perks free beer and laid back atmosphere bad wor life balane"" (in 160 reviews)', '""good benefits and company match"" (in 141 reviews)', '""Good pay and lots of opportunitites"" (in 95 reviews)', '""Great culture and hard working people."" (in 71 reviews)']","['""Poor management"" (in 62 reviews)', '""Overworked and underpaid: no work life balance"" (in 57 reviews)', '""Poor leadership (in Canada) that provides little direction to a large commercial team"" (in 40 reviews)', '""Get a bad manager and your career is severely limited"" (in 29 reviews)', '""Long hours and work every other weekend"" (in 24 reviews)']"
53,Interpublic Group,"['""The benefits are good."" (in 36 reviews)', '""Most people are nice, but that doesn\'t mean they are good to work with..."" (in 27 reviews)', '""Good culture & values."" (in 13 reviews)', '""Great managers, work"" (in 9 reviews)', '""Great team and atmosphere."" (in 9 reviews)']","['""The pay is low but they try and make up for it."" (in 18 reviews)', '""Management is a big joke both locally and from NY. Walking away was the best thing I could have done."" (in 13 reviews)', '""No work life balance."" (in 12 reviews)', '""Long hours not really compensated"" (in 8 reviews)', '""No training class"" (in 7 reviews)']"
54,Weyerhaeuser,"['""good benefits and well run"" (in 66 reviews)', '""The people were great to work with and we hung out outside of work"" (in 54 reviews)', '""The pay was good and overtime available."" (in 46 reviews)', '""Good work / life balance"" (in 16 reviews)', '""its a great work environment"" (in 10 reviews)']","['""Poor management and leaders not willing to learn from seasoned employees"" (in 16 reviews)', '""Poor leadership and widespread bigotry"" (in 13 reviews)', '""Upper management not great at communicating."" (in 12 reviews)', '""Can be long hours and some corporate bureaucracy"" (in 12 reviews)', '""Seems like layoffs or change every 2 years."" (in 11 reviews)']"
55,Altice USA,"['""Altice offers great benefits for its employees"" (in 42 reviews)', '""Good pay once you have your time in"" (in 21 reviews)', '""\'Some\' of your coworkers are great"" (in 19 reviews)', '""Great People to work with."" (in 16 reviews)', '""Salary is competitive."" (in 13 reviews)']","['""Management is poor and spends hours talking about the top guy in the company."" (in 22 reviews)', '""Unorganized, upper management pass the buck, overload Coordinators and higher employees to micro manage"" (in 11 reviews)', '""No work life balance and you will have to work harder not smarter in this company"" (in 10 reviews)', '""Training is poor."" (in 9 reviews)', '""Long hours and Saturdays and being tracked"" (in 8 reviews)']"
56,Raymond James Financial,"['""Great culture and company history."" (in 137 reviews)', '""People are great and there is a real family atmosphere."" (in 131 reviews)', '""It’s great and has great benefits"" (in 105 reviews)', '""Work life balance was good"" (in 75 reviews)', '""good work environment for job"" (in 28 reviews)']","['""Low pay and some rude clients"" (in 85 reviews)', '""bad management and limited resources"" (in 60 reviews)', '""The salary seems low for the job and others in similar positions at different companies get paid more"" (in 42 reviews)', '""long hours very excessive at times"" (in 32 reviews)', '""No training and no concern for their employees."" (in 26 reviews)']"
57,EMCOR Group,,
58,Eversource Energy,"['""Great benefits with options that fit most individual\'s needs start from day one and management schedules quarterly town hall type meetings to keep employees informed."" (in 94 reviews)', '""Great people and even greater people!"" (in 53 reviews)', '""Good pay but that\'s about it"" (in 42 reviews)', '""The only reason women ever puts up with horrible conditions that exist here is great salary and bennies."" (in 18 reviews)', '""Great coworkers and atmosphere"" (in 15 reviews)']","['""Major revamping needed in this organization.Employees are mostly depressed and overloaded as a result of the poor management and being short on staff."" (in 22 reviews)', '""Upper management is clueless!!!"" (in 15 reviews)', '""Average leadership, lack of communication between departments"" (in 10 reviews)', '""No work life balance and they treat you as a number"" (in 8 reviews)', '""Long hours sometimes and weather related events."" (in 6 reviews)']"
59,Yum China Holdings,,
60,Asbury Automotive Group,"['""Good benefits and they take care of employee events"" (in 24 reviews)', '""Still some great people there"" (in 22 reviews)', '""chance to make decent money if you were good at it"" (in 9 reviews)', '""... coworkers are cool!"" (in 7 reviews)', '""Great comp plan, and amazing leadership"" (in 5 reviews)']","['""Management is disrespectful."" (in 19 reviews)', '""The hours are long and you work every weekend but that is to be expected in this industry."" (in 18 reviews)', '""low pay based off of nearby dealers in atl area"" (in 14 reviews)', '""The managers have attempted to be nicer (it\'s fake) but morale is already low because they take and take and don\'t give enough."" (in 11 reviews)', '""The work/life balance is horrible, 12 \'TOTAL\' PTO days and 2 holidays per year."" (in 9 reviews)']"
61,Owens & Minor,,
62,Public Service Enterprise Group,"['""Good pay and get to have more family time"" (in 74 reviews)', '""Good benefit and has a pension plan"" (in 73 reviews)', '""Great people and quality of life."" (in 53 reviews)', '""Good salary with alot of overtime"" (in 28 reviews)', '""Good work life balance"" (in 22 reviews)']","['""Absent management."" (in 20 reviews)', '""The lack of knowledge displayed by several managers was the most incredible thing I ever witnessed."" (in 17 reviews)', '""Bad leadership, Management is disconnected"" (in 13 reviews)', '""The culture really is amazing."" (in 12 reviews)', '""Long hours and high"" (in 10 reviews)']"
63,United Rentals,"['""The benefits are good and the people I work with make it a company I used to be proud to work for."" (in 177 reviews)', '""Good hours and pay for the week and no weekends ever"" (in 110 reviews)', '""Great people to work with..every one willing to help out and work as a team"" (in 55 reviews)', '""Benefits Pay Advancement Opportunity Hours and security"" (in 24 reviews)', '""Great Training"" (in 22 reviews)']","['""Bad management could be more professional."" (in 84 reviews)', '""Long hours and can be stressful at times"" (in 50 reviews)', '""Upper management does not care about you."" (in 35 reviews)', '""Meet with as many \'managers\' as possible."" (in 27 reviews)', '""Long hours are necessary to keep up with sometimes overwhelming demand"" (in 12 reviews)']"
64,MGM Resorts International,"['""They have a good benefits package and do a lot of good company sponsored community work that they encourage employees to participate in."" (in 213 reviews)', '""Great views of the pool and the people in it !"" (in 65 reviews)', '""Great benefits.Great pay."" (in 27 reviews)', '""great employees to work with"" (in 23 reviews)', '""Great culture and exciting opportunities"" (in 23 reviews)']","['""Poor Management Hours over all how your treated."" (in 103 reviews)', '""low pay and monotonous"" (in 88 reviews)', '""Very busy and long hours"" (in 40 reviews)', '""due to unions the position was basically \'hands tied\', upper management knew this but did not acknowledge nor help."" (in 32 reviews)', '""No work life balance"" (in 28 reviews)']"
65,Ryder System,"['""Good pay and weekly"" (in 186 reviews)', '""Generally professional and Good Benefits (offering health benefits to non"" (in 128 reviews)', '""People are great and that\'s about it."" (in 121 reviews)', '""Coworkers are great and considered as family."" (in 29 reviews)', '""Good work environment and people"" (in 27 reviews)']","['""Their Poor management affects them tremendously"" (in 140 reviews)', '""Long hours and sometimes very hard working"" (in 54 reviews)', '""Alot of cons no work life balance"" (in 52 reviews)', '""No training program in place ."" (in 52 reviews)', '""B.U. upper management do things to benefit them."" (in 46 reviews)']"
66,Intuit,"['""They have great benefits and really make you feel like you are apart of a family."" (in 1177 reviews)', '""Intuit has great values and the people you work with are always willing to help."" (in 712 reviews)', '""good work life balance and they pay you pretty descent compared to the current industry trends"" (in 687 reviews)', '""Great culture and live the values they preached as a company most of the time which is quite rare!"" (in 619 reviews)', '""Pay was great and overtime during tax time was unlimited!"" (in 353 reviews)']","['""The company is becoming plagued with bad managers as well as many good managers put in bad situations."" (in 208 reviews)', '""I\'ve worked for other Fortune 500 organizations and this place takes the cake in terms of poor management from the top down (Fredericksburg VA)."" (in 198 reviews)', '""Annual layoffs up to 5k employees for \'restructuring\'"" (in 136 reviews)', '""There is too much middle management and not enough worker bees."" (in 59 reviews)', '""Despite having a leadership overhaul, the company still lacks a clear strategy and senior management have no idea how to or what it takes for the company to be successful."" (in 50 reviews)']"
67,Cincinnati Financial,"['""People are great and enjoyable to work with."" (in 41 reviews)', '""Continuing Education Opportunities, Well Defined Career Paths, Work from Home Flexibility"" (in 22 reviews)', '""Good benefits and perks for employers"" (in 20 reviews)', '""There\'s good work/life balance."" (in 12 reviews)', '""Flexible Hours in this job"" (in 9 reviews)']","['""Tight dresscode and some what low pay"" (in 31 reviews)', '""If you get a bad manager then you could be in trouble (most are great but a few ones aren\'t)."" (in 9 reviews)', '""Nepotism within is almost ludicrous."" (in 8 reviews)', '""\'Training\' is offered when you start, but it is hardly enough to get you understanding how the code works; rather, it is a brief walkthrough of the website\'s UI."" (in 8 reviews)', '""Antiquated technology /leaders &amp; management often lack forward thoughts and ideas needed in the 21st century."" (in 8 reviews)']"
68,Erie Insurance Group,"['""Great benefits including healthcare and vehicle"" (in 60 reviews)', '""Some great people and ideals."" (in 23 reviews)', '""Good pay and the weather is nice"" (in 17 reviews)', '""Friendly work environment."" (in 14 reviews)', '""good culture and program."" (in 14 reviews)']","['""Outdated policies, little to no perks in the different branch offices mostly due to poor management personnel"" (in 18 reviews)', '""Promotions are rarely given to anyone with less then five years experience, nepotism is a deep rooted systemic problem for the entire organization"" (in 10 reviews)', '""There is no work/life balance."" (in 10 reviews)', '""Salary is based on Erie area, so its lower then national average, company promotes \'culture\' over remote work."" (in 8 reviews)', '""Manager never calls back when needed"" (in 5 reviews)']"
69,Univar Solutions,"['""Good benefits and some nice co"" (in 108 reviews)', '""People in my department are great to work with and the administrative support is exceptional."" (in 85 reviews)', '""Good company to work for and decent pay"" (in 50 reviews)', '""Work/Life balance is good since they end at 4pm and don\'t allow late or weekend work."" (in 24 reviews)', '""Salaries are good for the industry."" (in 22 reviews)']","['""poor management and lack of experienced mgt"" (in 73 reviews)', '""Upper management is clueless and has a bunch of clueless yes men/women working for them."" (in 30 reviews)', '""Senior Leadership now must implement cost cutting measures driven by our two private equity owners."" (in 24 reviews)', '""No training at all, basically you are hired and you need to figure it out on your own"" (in 20 reviews)', '""The company is already overstaffed with inexperienced managers"" (in 20 reviews)']"
70,Huntington Ingalls Industries,"['""Good benefits if you don\'t get too attached to your job on a long term basis."" (in 161 reviews)', '""The pay was good and you learn from first class guys who really know their job."" (in 141 reviews)', '""Very rewarding and the people are great as well."" (in 49 reviews)', '""Good work life balance"" (in 21 reviews)', '""Easy entry level experience with decent salary"" (in 20 reviews)']","['""Terrible Parking and lots of walking"" (in 79 reviews)', '""Management is poor and they need to improve"" (in 61 reviews)', '""Upper management is harsh on the hourly workers no matter how good the job is done."" (in 23 reviews)', '""Layoffs are always a concern"" (in 16 reviews)', '""Get a bad manager and it may take awhile for them to get rid of him."" (in 15 reviews)']"
71,W.R. Berkley,"['""great people to work with"" (in 28 reviews)', '""Great people to work with and the benefits are good."" (in 27 reviews)', '""Good work/life balance"" (in 9 reviews)', '""Good salary + bonuses."" (in 9 reviews)', '""Innovative Culture"" (in 6 reviews)']","['""Scattered offices and management and poor information systems make customer service very difficult in a time sensitive business."" (in 10 reviews)', '""No bonus opportunity even though sister companies receive bonuses."" (in 9 reviews)', '""Don’t dare say anything because you get fired, poor pay, no work"" (in 9 reviews)', '""I got dinged on my reviews twice by 2 different managers for poor performance while I was going through 2 separate miscarriages."" (in 4 reviews)', '""Frequent layoffs."" (in 4 reviews)']"
72,Western and Southen Financial Group,"['""Great staff and club members"" (in 98 reviews)', '""You\'ll always bond with a few kids and family members and they\'re usually great people"" (in 55 reviews)', '""Great bosses and coworkers."" (in 45 reviews)', '""Relaxed and fun work environment."" (in 29 reviews)', '""Great opportunity to get to know kids in the community and meet other staff my age."" (in 29 reviews)']","['""I wish that there were more full time positions available for admin and pay was low."" (in 262 reviews)', '""bad management and very unprofessional."" (in 99 reviews)', '""Long hours but rewarding"" (in 44 reviews)', '""No benefits not many hours to work"" (in 40 reviews)', '""Upper management and admin are very disorganized and do not prioritize investing resources into current staff."" (in 36 reviews)']"
73,Insight Enterprises,,
74,News Corp.,"['""Great people to work with"" (in 38 reviews)', '""Great benefits and felt that HR was dedicated and thoughtful and listened through any questions."" (in 13 reviews)', '""Good work / life balance"" (in 12 reviews)', '""Not all of them are great managers, however."" (in 9 reviews)', '""The team is great and has great family values."" (in 9 reviews)']","['""boring work, poor management overall"" (in 17 reviews)', '""badly organised, bad structure, slow, terrible culture"" (in 12 reviews)', '""Low pay, does not increase pay inline with CPI, limited opportunity for growth, boys club, inability to move with the times, below par systems, treats its staff like numbers not valued employees, little to no perks."" (in 8 reviews)', '""Little job security."" (in 4 reviews)', '""Too much politics and fresh ideas or experience is overlooked for old school, \'handshake under the table\' deals."" (in 3 reviews)']"
75,American Tower,"['""Good benefits on earlier years"" (in 81 reviews)', '""Great people to work with and awesome managers!"" (in 52 reviews)', '""The pay is good."" (in 30 reviews)', '""Work Life balance is good and slogging is rare phenomenon."" (in 27 reviews)', '""The culture of ATC is great."" (in 16 reviews)']","['""Poor Management."" (in 54 reviews)', '""3. Offshore managers have no powers; they are only there to blame you and for approving leaves"" (in 19 reviews)', '""Upper management is completely out of touch."" (in 18 reviews)', '""Low salary and Low technology exposure"" (in 15 reviews)', '""Work life balance can be challenging, limited options to work from home or utilize flexible scheduling."" (in 14 reviews)']"
76,Old Republic International,"['""Their are some great people in the office but unfortunately none of them are in management or executive positions."" (in 18 reviews)', '""Good employee relations and benefits."" (in 17 reviews)', '""Friendly coworkers."" (in 5 reviews)', '""A very nice company to work for, friendly work environment with supervisors who care about their employees."" (in 4 reviews)', '""You\'ll work with many great employees that are the reason the company even operates."" (in 4 reviews)']","['""Poor Management Selection, Better Staffing"" (in 14 reviews)', '""Low pay, both starting and the raises that are offered (they come nowhere near to compensating for inflation, even before the pandemic)"" (in 9 reviews)', '""Little training is given and if you don\'t pick things up very quickly it\'s sink or swim."" (in 8 reviews)', '""Most managers don\'t encourage growth."" (in 7 reviews)', '""max out at 25 how as a supervisor."" (in 7 reviews)']"
77,Burlington Stores,"['""I took for granted how awesome it was to work with so many great people."" (in 248 reviews)', '""Coworkers are great and friendly"" (in 245 reviews)', '""Benefits and good for everyone"" (in 108 reviews)', '""Flexible schedule fast paced easy work"" (in 81 reviews)', '""Most of the other employees were nice"" (in 80 reviews)']","['""Pay is low and higher salaries are generally given to new hires to attract them."" (in 498 reviews)', '""Poor management and forced saturdays work Covid 19 spreads fast when there is a covid out break."" (in 379 reviews)', '""Managers are rude and never like to hear suggestions for improvement"" (in 194 reviews)', '""Long hours (especially in January and June / July)"" (in 189 reviews)', '""No work life balance at all"" (in 81 reviews)']"
78,Avis Budget Group,"['""good benefit and a lot of hours"" (in 194 reviews)', '""Great People and flexi working"" (in 156 reviews)', '""If your lucky to get a job at a high volume airport with lots of international customers you can make good commission."" (in 62 reviews)', '""Coworkers are great!"" (in 54 reviews)', '""Avis is a long established company with many great employees who believe in the brand and servicing their customers."" (in 37 reviews)']","['""If you don\'t quit you will get promoted which explains a lot of the poor management."" (in 185 reviews)', '""Low pay and they leave it to you to earn commission to make real money you can actually pay your bills with."" (in 117 reviews)', '""Nearly every single manager or above that I\'ve worked with is horribly incompetent."" (in 96 reviews)', '""Long hours but they do tell you that during the interview so barely a con I just had to put one"" (in 79 reviews)', '""low salary and not much fun."" (in 75 reviews)']"
79,ODP,"['""Intel is the one of the best company that provide the good benefit compare with other."" (in 2277 reviews)', '""Good work life balance if you know what is needed and inner circle of key folks."" (in 1986 reviews)', '""There are many great people at Intel and everybody has the same goals most of the time."" (in 1433 reviews)', '""The pay was good and I felt like I had control over my work schedule for the most part."" (in 904 reviews)', '""Intel offers a good salary and benefits however it isn\'t very fair in annual compensation increases."" (in 701 reviews)']","['""Poor management and lack of vision"" (in 603 reviews)', '""If your manager is bad (which is most of the time) your life will be miserable."" (in 527 reviews)', '""Frequent layoffs and reorgs demotivates teams spirit.Managers are biased."" (in 239 reviews)', '""Long hours and no enough information given out for a site that is more than likely closing"" (in 239 reviews)', '""Middle and upper management are in direct revolt against CEO and his plans."" (in 141 reviews)']"
80,VF,"['""company with several benefits and good compensations plans."" (in 87 reviews)', '""great people and work envirnment"" (in 72 reviews)', '""Culture is good and flexible"" (in 40 reviews)', '""6) Good work life balance"" (in 27 reviews)', '""Good salary and fun"" (in 27 reviews)']","['""Sometimes Political,poor management for some brand"" (in 42 reviews)', '""Long hours and to scared to do anything new"" (in 14 reviews)', '""Many managers often boasted vanity metrics to make themselves look good while sweeping real data under the rug."" (in 14 reviews)', '""Corporate is a mess and as a supervisor I was always getting mixed messages from upper management."" (in 11 reviews)', '""Poor communication between corporate office and stores."" (in 10 reviews)']"
81,Bed Bath & Beyond,,
82,Seaboard,,
83,First American Financial,"['""The benefits are good but not great."" (in 125 reviews)', '""Work life balance is good in some teams"" (in 100 reviews)', '""Great company; people are great"" (in 88 reviews)', '""they have a great culture"" (in 58 reviews)', '""work environment is good and all are friendly"" (in 36 reviews)']","['""Poor management; they work with temps only."" (in 89 reviews)', '""The pay is low and the caliber of employees is rather low end."" (in 63 reviews)', '""Low salary standard of leaving Is increasing day by day still they not considering about salary for the workers."" (in 58 reviews)', '""The managers have an entitled behaviour, they expect you to work with unreasonable timelines."" (in 54 reviews)', '""Every Christmas FirtsAM will have massive layoffs as a bonus and it just kills moral."" (in 42 reviews)']"
84,Intercontinental Exchange,"['""Some people you meet and work with here are great and very smart"" (in 80 reviews)', '""You will learn a lot about the industry and our clients over time at IDC. Benefits are good."" (in 64 reviews)', '""Work life balance is good"" (in 50 reviews)', '""Pay is good unless the pay structure is changed on you in December which has been typical the past 2 years."" (in 42 reviews)', '""Good Salary and Bonus on target"" (in 33 reviews)']","['""Poor management and HR.. no clear career plan."" (in 60 reviews)', '""no work from home"" (in 29 reviews)', '""Some managers have egos and just plainly do not know how to manage."" (in 25 reviews)', '""They have an awful culture and have no values unlike other organisations within financial services."" (in 22 reviews)', '""Long hours and drawn"" (in 20 reviews)']"
85,PVH,"['""The benefits are great and they really strive to create a supportive environment for their associates."" (in 198 reviews)', '""Great people and processes"" (in 102 reviews)', '""Work life balance is good"" (in 58 reviews)', '""Great products and culture."" (in 39 reviews)', '""Good work environment for learning"" (in 31 reviews)']","['""Management poor at solving problems"" (in 64 reviews)', '""Low salaries and the “favourites” culture"" (in 51 reviews)', '""The pay was low and over worked"" (in 47 reviews)', '""Certain Managers have no clue about what they are doing"" (in 31 reviews)', '""Hours are long to work"" (in 29 reviews)']"
86,Apollo Global Management,"['""Great people to work with"" (in 15 reviews)', '""great benefits"" (in 14 reviews)', '""Great culture"" (in 12 reviews)', '""Bonuses / comp are great."" (in 8 reviews)', '""Pay is good and lot of learning"" (in 7 reviews)']","['""No work life balance"" (in 18 reviews)', '""Long hours in the office."" (in 12 reviews)', '""Management were rude and would often shout at their staff."" (in 9 reviews)', '""Extended working hours"" (in 8 reviews)', '""Managers aren\'t held to account."" (in 3 reviews)']"
87,Jefferies Financial Group,"['""Great people and rapidly growing"" (in 80 reviews)', '""Leveraged Financed group worked alot but group MDs were solid/group culture was good which made it sustainable (definitely not the same for all other groups)"" (in 80 reviews)', '""Good pay and niceness people"" (in 30 reviews)', '""Good benefits and strong teams"" (in 20 reviews)', '""Colleagues are friendly"" (in 15 reviews)']","['""Hours are long and unpredictable"" (in 61 reviews)', '""no work life balance and did not respect your time"" (in 39 reviews)', '""Poor Management"" (in 20 reviews)', '""They claw back your bonus."" (in 14 reviews)', '""Long hours are draining sometimes."" (in 14 reviews)']"
88,Hershey,,
89,NVR,"['""The pay is good for the job"" (in 45 reviews)', '""Good benefits and treated fairly."" (in 30 reviews)', '""great people to work with an learn from"" (in 23 reviews)', '""NVR\'s homebuilding divisions offer great training and pay for someone just starting out."" (in 10 reviews)', '""The only positive was the salary being decent"" (in 9 reviews)']","['""bad management"" (in 28 reviews)', '""No work life balance"" (in 22 reviews)', '""Night shift managers are horrible"" (in 10 reviews)', '""Advancement comes from outside co. or getting in good with upper management"" (in 10 reviews)', '""Long hours and can be thankless job"" (in 7 reviews)']"
90,Foot Locker,"['""The people I worked with were great for the most part and it was a very relaxed environment."" (in 153 reviews)', '""The coworkers are fun to talk to"" (in 82 reviews)', '""Good work environment to be in"" (in 79 reviews)', '""Good job and good benefits"" (in 59 reviews)', '""Nice kicks and friendly staff"" (in 40 reviews)']","['""Low Pay and very competitive"" (in 347 reviews)', '""bad management but they didn\'t help you succeed"" (in 170 reviews)', '""Salary and long hours (No OT)"" (in 133 reviews)', '""being (well the managers don\'t) No oppourtunity to move up!"" (in 100 reviews)', '""No Commission unless you are a normal full timer stock and Am\'s get no commission."" (in 76 reviews)']"
91,Dana,"['""Good pay and overtime if wanted is great"" (in 64 reviews)', '""The people I work with are great; it\'s steady employment with good benefits."" (in 64 reviews)', '""Benefits are good"" (in 47 reviews)', '""the money is good if you want no days off literally at all"" (in 13 reviews)', '""Great culture"" (in 9 reviews)']","['""Management bad... Improve the quality of food."" (in 38 reviews)', '""Unorganized and no work life balance"" (in 26 reviews)', '""workers know that upper management is an absolute joke."" (in 18 reviews)', '""the salary was low for doing heavy work"" (in 15 reviews)', '""Long hours 7 days a week"" (in 11 reviews)']"
92,SpartanNash,"['""Great people to work with"" (in 98 reviews)', '""I didn\'t mind the hard labor work and the benefits are great!"" (in 73 reviews)', '""good hours and pay a lot of friendly customers"" (in 62 reviews)', '""Some of the coworkers are great and a few of the customers that come in every day bring a smile to your day."" (in 40 reviews)', '""Flexible hours and not that far of a drive from me"" (in 35 reviews)']","['""Management was poor and ineffective"" (in 48 reviews)', '""Almost everything upper management does not help or take you serious."" (in 17 reviews)', '""Poor communication!"" (in 15 reviews)', '""Poor training and difficult working conditions."" (in 11 reviews)', '""Very notorious for low wages."" (in 10 reviews)']"
93,Olin,,
94,Chewy,"['""Good pay and very nice"" (in 163 reviews)', '""Benefits are good and not expensive."" (in 163 reviews)', '""Great people to be around and they are open and willing to help when you ask."" (in 131 reviews)', '""great culture and diversity"" (in 51 reviews)', '""19 hit Chewy trusted and allowed us to work from home."" (in 49 reviews)']","['""Management is poor at best"" (in 142 reviews)', '""If the managers do not like they will do anything and everything to get rid of you."" (in 61 reviews)', '""Too much favoritism in my building"" (in 52 reviews)', '""If you don\'t have the UTO hours you can get written up if you ask for time off."" (in 47 reviews)', '""Long hours but if you suck it up and make the best out of you\'ll be ok"" (in 45 reviews)']"
95,Jackson Financial,"['""Flexible hours and the power and knowledge to do better"" (in 71 reviews)', '""The people seem nice and are willing to help make sure you pass the tests."" (in 62 reviews)', '""Flexible scheduling and many offices to choose from."" (in 29 reviews)', '""The few seasons I worked for JH I had great managers."" (in 27 reviews)', '""Free federal tax courses and very flexible schedules"" (in 27 reviews)']","['""The pay was low and they did not care if you returned for abother tax season."" (in 99 reviews)', '""No training whatsoever."" (in 47 reviews)', '""No personnel support and poor management"" (in 40 reviews)', '""The position is seasonal and no benefits though you work up to 40hrs status in only part"" (in 23 reviews)', '""Upper Management was awful."" (in 14 reviews)']"
96,Activision Blizzard,"['""great people good at their craft"" (in 65 reviews)', '""Good benefit"" (in 18 reviews)', '""Great vibes and the culture"" (in 12 reviews)', '""Great team, easy to communicate and very supportive."" (in 10 reviews)', '""Work life balance is good."" (in 9 reviews)']","['""Low pay ($14/hr up until lawsuits starting firing off)."" (in 27 reviews)', '""The long hours and repeating the same tests week after week can be mind melting"" (in 15 reviews)', '""Management has good intentions, but that\'s not always communicated to the masses."" (in 15 reviews)', '""low salary and many work"" (in 11 reviews)', '""Leadership is focused on revenues and not employees."" (in 8 reviews)']"
97,Toll Brothers,"['""Good benefits and very lenient in work hour choices."" (in 64 reviews)', '""The people that I got to work with everyday were great and very helpful."" (in 40 reviews)', '""Pay is good"" (in 24 reviews)', '""Great employees to work with."" (in 16 reviews)', '""5 and for most groups has a good work life balance."" (in 14 reviews)']","['""micro management, under resourced, overly conservative"" (in 25 reviews)', '""The Goal between creating a luxury product and efficiently building homes can become muddied and will be conflicting between upper management."" (in 21 reviews)', '""No training after others were sent to training."" (in 14 reviews)', '""Long hours not clear on standards"" (in 12 reviews)', '""Old boys club...upper management only values length of tenure not actual experience and great leadership."" (in 9 reviews)']"
98,Carlyle Group,"['""Great for people who are resourceful and self motivated."" (in 31 reviews)', '""Great culture for a PE firm."" (in 17 reviews)', '""Good benefits"" (in 13 reviews)', '""good pay"" (in 8 reviews)', '""Excellent working place with a good team dynamic."" (in 6 reviews)']","['""Management and departmental turnover is awful."" (in 16 reviews)', '""Long hours and lack of flexibility"" (in 14 reviews)', '""No work life balance"" (in 13 reviews)', '""In less than 3 years I\'ve had 3 managers, and no additional training for career development."" (in 4 reviews)', '""Nepotism and favoritism highly at play."" (in 3 reviews)']"
99,Graybar Electric,"['""Great benefits and health care plan"" (in 152 reviews)', '""Great people to work with"" (in 49 reviews)', '""Benefits, medical, dental, optical, some employees get a pension, New hires do not."" (in 17 reviews)', '""The fellow employees are great, some of the nicest people I have ever worked with!"" (in 16 reviews)', '""Branch culture is great."" (in 16 reviews)']","['""Low Pay and doesn\'t increase every well with inflation.....Living pay check to pay check!"" (in 71 reviews)', '""People stay in positions for years and there is no accountability for poor performance or poor management."" (in 68 reviews)', '""Low salary makes it hard to not look else where"" (in 27 reviews)', '""He was lazy and had no training plan at all."" (in 23 reviews)', '""Some managers have outdated styles (also getting better)."" (in 18 reviews)']"
